FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,B08122_001,B08122_002,B08122_003,B08122_004,B08122_005,B08122_006,B08122_007,B08122_008,B08122_009,B08122_010,B08122_011,B08122_012,B08122_013,B08122_014,B08122_015,B08122_016,B08122_017,B08122_018,B08122_019,B08122_020,B08122_021,B08122_022,B08122_023,B08122_024,B08122_025,B08122_026,B08122_027,B08122_028
ACSSF,20160,us,0,32,103,18111567,1186800,1020062,15904705,14469837,779981,728121,12961735,1430702,144262,130324,1156116,783225,99404,68744,615077,383071,81256,38831,262984,259879,35858,20067,203954,784853,46039,33975,704839
ACSSF,20160,us,0,32,104,7448669,429609,381351,6637709,6070105,290290,280853,5498962,621971,55154,47263,519554,163601,26533,16915,120153,141098,28701,14019,98378,97478,12331,8473,76674,354416,16600,13828,323988
ACSSF,20160,us,0,32,105,26261552,1628493,1676356,22956703,20623308,1105852,1203213,18314243,2394818,225018,229585,1940215,907479,104733,82713,720033,434337,63072,48971,322294,468834,56444,45583,366807,1432776,73374,66291,1293111
ACSSF,20160,us,0,32,106,5824017,420851,383455,5019711,4895872,315048,302312,4278512,501853,54622,48735,398496,44601,9283,6339,28979,66653,14569,8862,43222,76584,10125,8218,58241,238454,17204,8989,212261
ACSSF,20160,us,0,32,107,15258968,1161863,1122961,12974144,12406642,829993,844995,10731654,1503184,162132,158257,1182795,216611,42729,28922,144960,197514,39753,28512,129249,237222,36325,27876,173021,697795,50931,34399,612465
ACSSF,20160,us,0,32,108,9254709,650099,612595,7992015,7150894,429328,445619,6275947,930368,86509,74950,768909,222378,38982,27536,155860,178967,35802,20258,122907,197255,25051,18189,154015,574847,34427,26043,514377
ACSSF,20160,us,0,32,109,23102134,1471060,1467184,20163890,16944273,912007,980845,15051421,2383427,189947,201327,1992153,1244507,128065,102928,1013514,599738,83306,58686,457746,598122,70230,49244,478648,1332067,87505,74154,1170408
ACSSF,20160,us,0,32,110,1556012,105425,83153,1367434,998409,45016,41901,911492,142026,14206,11100,116720,204539,21446,18382,164711,105839,15173,6130,84536,41662,5475,2937,33250,63537,4109,2703,56725
ACSSF,20160,us,0,32,111,6125895,533887,457806,5134202,2133419,143316,139655,1850448,404930,40430,38285,326215,2627582,231936,200759,2194887,544274,76747,49058,418469,172945,17227,15049,140669,242745,24231,15000,203514
ACSSF,20160,us,0,32,112,6027597,619080,468975,4939542,4343576,367731,309015,3666830,531588,71172,58299,402117,559102,80962,55345,422795,223151,55929,20232,146990,137993,21449,11969,104575,232187,21837,14115,196235
ACSSF,20160,us,0,32,113,3009820,266712,203316,2539792,2371478,172593,146125,2052760,265938,32203,23426,210309,105526,21963,12197,71366,85118,22644,8564,53910,58248,9378,6307,42563,123512,7931,6697,108884
ACSSF,20160,us,0,32,114,7577927,637877,568173,6371877,5626885,403074,385017,4838794,678132,83339,78071,516722,464164,63387,45016,355761,239972,39097,21940,178935,184327,24705,18332,141290,384447,24275,19797,340375
ACSSF,20160,us,0,32,115,2402323,230846,195378,1976099,1971059,167561,149031,1654467,219530,31047,26737,161746,34220,7909,5257,21054,41182,9458,5775,25949,37016,6316,4756,25944,99316,8555,3822,86939
ACSSF,20160,us,0,32,116,7470992,691191,664752,6115049,5938340,477183,487999,4973158,795115,99320,97291,598504,169966,37707,26019,106240,122778,28637,18536,75605,131578,22847,16367,92364,313215,25497,18540,269178
ACSSF,20160,us,0,32,117,4504941,407355,353618,3743968,3417396,261111,247713,2908572,466624,53795,45424,367405,137477,29731,19177,88569,115125,25625,13643,75857,120960,18473,13942,88545,247359,18620,13719,215020
ACSSF,20160,us,0,32,118,11007926,794257,740430,9473239,7675751,462591,464055,6749105,1125617,100244,101833,923540,840232,95189,77338,667705,382932,51800,32098,299034,356202,40481,27960,287761,627192,43952,37146,546094
ACSSF,20160,us,0,32,119,4968269,168803,157941,4641525,3890817,106214,110125,3674478,380507,21590,17947,340970,254478,13917,11197,229364,108495,10517,8811,89167,69590,5635,3261,60694,264382,10930,6600,246852
ACSSF,20160,us,0,32,120,12133636,459721,451804,11222111,9359664,277288,301452,8780924,950757,60757,57562,832438,838418,45857,36055,756506,260132,37801,26409,195922,152799,13811,11928,127060,571866,24207,18398,529261
ACSSF,20160,us,0,32,121,12083970,567720,551087,10965163,10126261,412250,419106,9294905,899114,73090,72025,753999,224123,18442,13399,192282,159920,25327,18599,115994,121886,14409,8098,99379,552666,24202,19860,508604
ACSSF,20160,us,0,32,122,4438849,162897,178035,4097917,3698627,117697,134728,3446202,356033,22951,23837,309245,58075,4570,4718,48787,55980,6057,5455,44468,39230,2953,2166,34111,230904,8669,7131,215104
ACSSF,20160,us,0,32,123,18683625,990616,1108183,16584826,14996423,702778,818196,13475449,1716686,141679,151514,1423493,443315,41346,37697,364272,194365,23975,27031,143359,284507,31739,27251,225517,1048329,49099,46494,952736
ACSSF,20160,us,0,32,124,3421694,190005,188077,3043612,2924813,147487,153281,2624045,282323,23575,21998,236750,10381,1374,1082,7925,25471,5111,3087,17273,39568,3809,3462,32297,139138,8649,5167,125322
ACSSF,20160,us,0,32,125,7787976,470672,458209,6859095,6468302,352810,356996,5758496,708069,62812,60966,584291,46645,5022,2903,38720,74736,11116,9976,53644,105644,13478,11509,80657,384580,25434,15859,343287
ACSSF,20160,us,0,32,126,4749768,242744,258977,4248047,3733498,168217,197906,3367375,463744,32714,29526,401504,84901,9251,8359,67291,63842,10177,6615,47050,76295,6578,4247,65470,327488,15807,12324,299357
ACSSF,20160,us,0,32,127,12094208,676803,726754,10690651,9268522,449416,516790,8302316,1257810,89703,99494,1068613,404275,32876,25590,345809,216806,31506,26588,158712,241920,29749,21284,190887,704875,43553,37008,624314
ACSSF,20160,us,0,32,128,533703,22733,24265,486705,425551,14966,16385,394200,45421,2273,3488,39660,4114,407,0,3707,16441,2297,1119,13025,9971,1079,1096,7796,32205,1711,2177,28317
ACSSF,20160,us,0,32,129,889841,59451,57685,772705,721521,38499,41295,641727,82314,7317,7959,67038,3987,634,471,2882,33621,6753,4555,22313,13128,2785,1413,8930,35270,3463,1992,29815
ACSSF,20160,us,0,32,130,2564078,177398,170880,2215800,2133769,127350,132532,1873887,218708,21909,20508,176291,9636,2449,1722,5465,61537,12789,7530,41218,37356,5884,3878,27594,103072,7017,4710,91345
ACSSF,20160,us,0,32,131,1539725,111045,107441,1321239,1249263,76865,80692,1091706,154564,15877,14081,124606,8260,1528,1188,5544,38564,8462,4080,26022,23400,3890,2819,16691,65674,4423,4581,56670
ACSSF,20160,us,0,32,132,1599517,143209,140233,1316075,1327075,102906,109305,1114864,160382,25107,17999,117276,7462,2142,1335,3985,23119,4162,4108,14849,25890,4182,3371,18337,55589,4710,4115,46764
ACSSF,20160,us,0,32,133,1346501,133342,116779,1096380,1153315,104089,95841,953385,121083,16831,13133,91119,2988,218,0,2770,18107,4825,3356,9926,15077,3599,1676,9802,35931,3780,2773,29378
ACSSF,20160,us,0,32,134,1348445,131619,119163,1097663,1116844,99854,94155,922835,146700,19571,15497,111632,2580,687,512,1381,27748,5916,3718,18114,15656,2321,2364,10971,38917,3270,2917,32730
ACSSF,20160,us,0,32,135,1157018,104228,90269,962521,890843,75272,65816,749755,110911,9762,10865,90284,18013,2383,1829,13801,44243,7220,5537,31486,19907,3818,1978,14111,73101,5773,4244,63084
ACSSF,20160,us,0,32,136,801520,67314,66781,667425,605483,41575,45804,518104,86846,11345,8732,66769,8848,2186,766,5896,30394,4820,4683,20891,13254,1357,1665,10232,56695,6031,5131,45533
ACSSF,20160,us,0,32,137,110794,6960,6640,97194,86708,4881,3771,78056,11640,648,1374,9618,920,0,0,920,5046,850,491,3705,2533,457,390,1686,3947,124,614,3209
ACSSF,20160,us,0,32,138,173180,19992,14900,138288,132136,11552,9817,110767,16098,1831,1943,12324,1479,299,246,934,13496,3809,2112,7575,4417,1760,321,2336,5554,741,461,4352
ACSSF,20160,us,0,32,139,725824,77527,70399,577898,587896,53118,52782,481996,72263,9442,9215,53606,4409,1258,1031,2120,25780,8668,4111,13001,15794,3700,2093,10001,19682,1341,1167,17174
ACSSF,20160,us,0,32,140,765660,71007,58471,636182,617576,49197,45631,522748,84026,10507,7453,66066,4838,1052,768,3018,22025,5622,2372,14031,15017,2863,1292,10862,22178,1766,955,19457
ACSSF,20160,us,0,32,141,383914,53219,40075,290620,300469,35405,29079,235985,47265,10953,5295,31017,2784,734,794,1256,9967,2605,2498,4864,10238,1961,1175,7102,13191,1561,1234,10396
ACSSF,20160,us,0,32,142,423964,59262,44458,320244,360140,46251,35512,278377,39964,8160,5185,26619,1628,0,0,1628,7095,2100,2164,2831,5692,1638,947,3107,9445,1113,650,7682
ACSSF,20160,us,0,32,143,616924,75637,60273,481014,505834,58096,46634,401104,72956,10564,8183,54209,1296,423,365,508,15090,3825,2205,9060,8972,1762,1632,5578,12776,967,1254,10555
ACSSF,20160,us,0,32,144,489192,55459,42334,391399,380796,40679,31440,308677,45722,5541,5178,35003,8504,1276,798,6430,23651,4211,2938,16502,9972,2434,924,6614,20547,1318,1056,18173
ACSSF,20160,us,0,32,145,253370,27472,21899,203999,187577,17143,14244,156190,28887,4061,3633,21193,3703,937,578,2188,15771,3356,2182,10233,5111,552,703,3856,12321,1423,559,10339
ACSSF,20160,us,0,32,146,422909,15773,17625,389511,338843,10085,12614,316144,33781,1625,2114,30042,3194,407,0,2787,11395,1447,628,9320,7438,622,706,6110,28258,1587,1563,25108
ACSSF,20160,us,0,32,147,716661,39459,42785,634417,589385,26947,31478,530960,66216,5486,6016,54714,2508,335,225,1948,20125,2944,2443,14738,8711,1025,1092,6594,29716,2722,1531,25463
ACSSF,20160,us,0,32,148,1838254,99871,100481,1637902,1545873,74232,79750,1391891,146445,12467,11293,122685,5227,1191,691,3345,35757,4121,3419,28217,21562,2184,1785,17593,83390,5676,3543,74171
ACSSF,20160,us,0,32,149,774065,40038,48970,685057,631687,27668,35061,568958,70538,5370,6628,58540,3422,476,420,2526,16539,2840,1708,11991,8383,1027,1527,5829,43496,2657,3626,37213
ACSSF,20160,us,0,32,150,1215603,89990,100158,1025455,1026606,67501,80226,878879,113117,14154,12704,86259,4678,1408,541,2729,13152,1557,1610,9985,15652,2221,2196,11235,42398,3149,2881,36368
ACSSF,20160,us,0,32,151,922537,74080,72321,776136,793175,57838,60329,675008,81119,8671,7948,64500,1360,218,0,1142,11012,2725,1192,7095,9385,1961,729,6695,26486,2667,2123,21696
ACSSF,20160,us,0,32,152,731521,55982,58890,616649,611010,41758,47521,521731,73744,9007,7314,57423,1284,264,147,873,12658,2091,1513,9054,6684,559,732,5393,26141,2303,1663,22175
ACSSF,20160,us,0,32,153,667826,48769,47935,571122,510047,34593,34376,441078,65189,4221,5687,55281,9509,1107,1031,7371,20592,3009,2599,14984,9935,1384,1054,7497,52554,4455,3188,44911
ACSSF,20160,us,0,32,154,548150,39842,44882,463426,417906,24432,31560,361914,57959,7284,5099,45576,5145,1249,188,3708,14623,1464,2501,10658,8143,805,962,6376,44374,4608,4572,35194
ACSSF,20160,us,0,32,155,293546,18829,16730,257987,229549,13787,11456,204306,27053,1681,2345,23027,1557,71,54,1432,10790,1773,1066,7951,4194,397,570,3227,20403,1120,1239,18044
ACSSF,20160,us,0,32,156,318437,20925,20107,277405,260339,14319,15185,230835,26163,2695,2344,21124,2855,163,467,2225,11364,2244,907,8213,3492,238,386,2868,14224,1266,818,12140
ACSSF,20160,us,0,32,157,1241109,84725,83413,1072971,995067,59393,61389,874285,125230,11973,11199,102058,5022,1150,621,3251,32832,4220,4107,24505,20437,2376,2011,16050,62521,5613,4086,52822
ACSSF,20160,us,0,32,158,1450538,93217,97560,1259761,1142419,62955,71904,1007560,135468,11517,11850,112101,4714,881,591,3242,52827,8718,5977,38132,22204,3205,1720,17279,92906,5941,5518,81447
ACSSF,20160,us,0,32,159,1248009,112739,101122,1034148,1013358,82443,71110,859805,134044,16790,19208,98046,5363,562,886,3915,24781,4516,3327,16938,21817,2977,3604,15236,48646,5451,2987,40208
ACSSF,20160,us,0,32,160,940871,87549,82156,771166,792589,67970,68115,656504,92387,10019,8507,73861,3507,573,299,2635,11610,3832,1092,6686,14026,2181,1712,10133,26752,2974,2431,21347
ACSSF,20160,us,0,32,161,1055432,97024,93848,864560,862955,72992,71696,718267,109959,11915,12961,85083,1750,195,219,1336,21106,4590,3205,13311,17947,3610,2461,11876,41715,3722,3306,34687
ACSSF,20160,us,0,32,162,526582,45780,42484,438318,385877,29897,27844,328136,54162,6166,5527,42469,4369,679,989,2701,31832,6057,3438,22337,9528,316,966,8246,40814,2665,3720,34429
ACSSF,20160,us,0,32,163,285530,18780,19338,247412,190003,10031,10144,169828,29669,2393,2952,24324,5202,385,762,4055,27315,3299,2529,21487,12851,1334,1072,10445,20490,1338,1879,17273
ACSSF,20160,us,0,32,164,827249,41562,40995,744692,655100,28753,27841,598506,72474,3954,5833,62687,5671,478,54,5139,27231,4070,2185,20976,14165,1476,1666,11023,52608,2831,3416,46361
ACSSF,20160,us,0,32,165,1208278,80376,77792,1050110,981860,52818,56480,872562,108477,10012,10303,88162,6842,797,938,5107,44985,8997,5462,30526,16620,3023,1799,11798,49494,4729,2810,41955
ACSSF,20160,us,0,32,166,3805187,262123,254293,3288771,3128836,186743,193921,2748172,343938,33882,31707,278349,14658,3599,2343,8716,94369,17009,11637,65723,57793,8260,5889,43644,165593,12630,8796,144167
ACSSF,20160,us,0,32,167,2990263,204262,205001,2581000,2391682,139820,152596,2099266,290032,27394,25931,236707,12974,2409,1779,8786,91391,17180,10057,64154,45604,7095,4539,33970,158580,10364,10099,138117
ACSSF,20160,us,0,32,168,2847526,255948,241355,2350223,2340433,185349,180415,1974669,294426,41897,37207,215322,12825,2704,2221,7900,47900,8678,7435,31787,47707,7159,6975,33573,104235,10161,7102,86972
ACSSF,20160,us,0,32,169,2287372,220891,198935,1867546,1945904,172059,163956,1609889,213470,26850,21640,164980,6495,791,299,5405,29717,8657,4448,16612,29103,5780,3388,19935,62683,6754,5204,50725
ACSSF,20160,us,0,32,170,2403877,228643,213011,1962223,1979799,172846,165851,1641102,256659,31486,28458,196715,4330,882,731,2717,48854,10506,6923,31425,33603,5931,4825,22847,80632,6992,6223,67417
ACSSF,20160,us,0,32,171,1683600,150008,132753,1400839,1276720,105169,93660,1077891,165073,15928,16392,132753,22382,3062,2818,16502,76075,13277,8975,53823,29435,4134,2944,22357,113915,8438,7964,97513
ACSSF,20160,us,0,32,172,1087050,86094,86119,914837,795486,51606,55948,687932,116515,13738,11684,91093,14050,2571,1528,9951,57709,8119,7212,42378,26105,2691,2737,20677,77185,7369,7010,62806
ACSSF,20160,us,0,32,173,44485,6586,5326,32573,33172,4699,3623,24850,4929,550,644,3735,627,106,131,390,1688,247,112,1329,1266,376,144,746,2803,608,672,1523
ACSSF,20160,us,0,32,174,211831,16896,16944,177991,174193,12705,13383,148105,22473,2436,2233,17804,434,232,53,149,3015,446,485,2084,2822,328,320,2174,8894,749,470,7675
ACSSF,20160,us,0,32,175,85098,5578,8139,71381,74140,4652,6558,62930,5085,304,569,4212,503,114,252,137,1034,332,39,663,1260,56,592,612,3076,120,129,2827
ACSSF,20160,us,0,32,176,130432,8845,9941,111646,109307,6535,7936,94836,12061,1183,1142,9736,316,46,218,52,1819,151,284,1384,1454,421,113,920,5475,509,248,4718
ACSSF,20160,us,0,32,177,84318,8397,8144,67777,70213,6422,6347,57444,9010,1341,1050,6619,238,0,0,238,1685,384,478,823,933,168,147,618,2239,82,122,2035
ACSSF,20160,us,0,32,178,52787,1979,3023,47785,45223,1369,2305,41549,4315,338,271,3706,0,0,0,0,793,96,81,616,718,0,103,615,1738,176,263,1299
ACSSF,20160,us,0,32,179,358454,23654,24536,310264,297624,16481,18429,262714,34054,3879,3368,26807,1773,394,514,865,4230,753,631,2846,5790,1127,788,3875,14983,1020,806,13157
ACSSF,20160,us,0,32,180,79166,6625,7331,65210,62581,3617,5476,53488,8648,1668,850,6130,1381,339,34,1008,1307,599,349,359,1105,77,266,762,4144,325,356,3463
ACSSF,20160,us,0,32,181,31293,1338,648,29307,22428,764,508,21156,4082,367,85,3630,214,0,0,214,310,47,0,263,2036,26,0,2010,2223,134,55,2034
ACSSF,20160,us,0,32,182,35749,3642,3423,28684,31512,2768,2953,25791,2520,361,256,1903,16,7,9,0,409,116,105,188,366,226,0,140,926,164,100,662
ACSSF,20160,us,0,32,183,201298,21131,17562,162605,171899,16310,13631,141958,18099,2769,2335,12995,952,333,59,560,2328,689,503,1136,2783,512,338,1933,5237,518,696,4023
ACSSF,20160,us,0,32,184,83397,8228,6128,69041,67894,5521,5111,57262,7571,1233,854,5484,251,69,0,182,807,157,0,650,3372,379,163,2830,3502,869,0,2633
ACSSF,20160,us,0,32,185,26921,1122,2536,23263,20778,695,1799,18284,2242,172,606,1464,413,72,61,280,487,0,27,460,276,152,0,124,2725,31,43,2651
ACSSF,20160,us,0,32,186,71523,6608,5218,59697,56908,4667,3573,48668,7753,1002,1132,5619,860,235,187,438,909,230,255,424,367,117,27,223,4726,357,44,4325
ACSSF,20160,us,0,32,187,44176,3363,2750,38063,36920,2220,2432,32268,4834,766,213,3855,38,0,23,15,599,188,32,379,633,148,50,435,1152,41,0,1111
ACSSF,20160,us,0,32,188,332126,21636,19744,290746,286538,15851,15287,255400,20968,2054,2685,16229,3831,818,434,2579,5930,1429,674,3827,1631,198,232,1201,13228,1286,432,11510
ACSSF,20160,us,0,32,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,190,62448,7586,5383,49479,51302,4950,4180,42172,7148,1465,881,4802,235,112,0,123,1078,561,196,321,577,0,110,467,2108,498,16,1594
ACSSF,20160,us,0,32,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,192,438923,21474,18851,398598,351858,11585,11556,328717,32652,2675,2842,27135,17316,3700,2222,11394,14000,1680,1297,11023,5194,947,106,4141,17903,887,828,16188
ACSSF,20160,us,0,32,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,194,411644,37582,32719,341343,329760,26502,24309,278949,38375,3333,3922,31120,7604,1450,842,5312,5608,1351,457,3800,9336,1828,1639,5869,20961,3118,1550,16293
ACSSF,20160,us,0,32,195,61674,5983,6643,49048,50668,3619,4479,42570,6429,1843,986,3600,797,274,248,275,794,139,207,448,1649,108,723,818,1337,0,0,1337
ACSSF,20160,us,0,32,196,403364,21502,20114,361748,327690,12442,14794,300454,34371,4749,2710,26912,7946,1172,708,6066,9818,1862,1062,6894,4822,603,99,4120,18717,674,741,17302
ACSSF,20160,us,0,32,197,54213,3270,3102,47841,44823,2001,2486,40336,5202,496,216,4490,449,235,127,87,1549,238,235,1076,726,0,0,726,1464,300,38,1126
